new_id	phase	O__Flavobacteriales	O__Bacillales	O__Burkholderiales	K__Bacteria	O__Actinomycetales	O__Sphingomonadales	O__Campylobacterales	O__Rhodobacterales	O__Enterobacteriales	O__Pseudomonadales	O__Chloroplast	P__Parcubacteria	O__Selenomonadales	O__Cytophagales	O__Bacteroidales	O__Oligoflexales	O__Lactobacillales	P__Proteobacteria	O__Rhizobiales	O__Vibrionales	C__Gammaproteobacteria	O__Clostridiales	C__Alphaproteobacteria	O__Blastocatella	O__Caulobacterales	O__Sphingobacteriales	C__Deltaproteobacteria	O__Coriobacteriales	O__Myxococcales	C__Bacilli	O__Neisseriales	O__Legionellales	O__Family_I	C__Cyanobacteria	O__Bdellovibrionales	O__Rhodospirillales	P__Cyanobacteria.Chloroplast	O__Pasteurellales	O__Gemmatimonadales	O__Solirubrobacterales	P__Candidatus_Saccharibacteria	P__Firmicutes	P__Bacteroidetes	O__Chromatiales	C__Actinobacteria	O__Methylophilales	O__Family_VIII	O__Rickettsiales	O__Family_II	O__Gp6	O__Hydrogenophilales	O__Gp3	O__Deinococcales	O__Thermoanaerobacterales	O__Desulfuromonadales	O__Alteromonadales	O__Armatimonadales	O__Mycoplasmatales	O__Caldilineales	O__Xanthomonadales	O__Verrucomicrobiales	O__Rhodocyclales	P__SR1	O__Erysipelotrichales	C__Acidobacteria_Gp4	O__Gaiellales	O__Nitrosomonadales	O__Desulfovibrionales	O__Aridibacter	O__Aeromonadales	O__Spirochaetales	O__Family_VI	O__Gp4	C__Betaproteobacteria	P__Chloroflexi	O__Desulfobacterales	O__Nitrospirales	Unassigned	P__Planctomycetes	O__Gammaproteobacteria_incertae_sedis	O__Family_XI	C__Spartobacteria	O__Gp16	O__Phycisphaerales	O__Family_X	C__Epsilonproteobacteria	P__Acidobacteria	O__Acidimicrobiales	C__Acidobacteria_Gp3	O__Gp17	O__Fibrobacterales	O__Ferrovales	O__Methylococcales	O__Chloroflexales	O__Fusobacteriales	O__Terriglobus	O__Rubrobacterales	O__Thiotrichales	O__Thermoleophilales	O__Planctomycetales	P__Verrucomicrobia	O__Alphaproteobacteria_incertae_sedis	C__Subdivision3	C__Armatimonadetes_gp5	O__Thermales	C__Chloroflexia	O__Anaeroplasmatales	O__Synergistales	C__Clostridia	P__Microgenomates	O__Anaerolineales	O__Tepidisphaerales	O__Deferribacterales	O__Opitutales	C__Candidatus_Cloacamonas	O__Bryobacter	O__Holophagales	O__Gp11	O__Oceanospirillales	O__Syntrophobacterales	O__Procabacteriales	O__Family_IV	O__Eilatimonas	O__Gallionellales	P__candidate_division_WPS.1	C__Thermomicrobia	O__Granulicella	O__Sphaerobacterales	O__Gp10	O__Bifidobacteriales	O__Sneathiellales	O__Magnetococcales	P__Actinobacteria	O__Entomoplasmatales	O__Fimbriimonadales	O__Chitinivibrionales	C__Candidatus_Hydrogenedens	P__Latescibacteria	O__Sulfuricellales	O__Candidatus_Endomicrobium	P__Lentisphaerae	O__Ignavibacteriales	O__Oligosphaerales	O__Orbales	O__Terrimicrobium	C__Opitutae	O__Victivallales	C__Armatimonadetes_gp4
2020-023_PSC_0128	BL	4373	102	4097	3684	436	919	95	374	134	10	789	452	315	154	314	0	22	182	495	0	62	108	190	0	0	0	0	0	264	0	0	112	0	0	206	135	0	0	0	0	94	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	118	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0133	BL	3978	122	2603	2209	708	370	0	246	5	319	521	522	0	244	81	0	288	300	407	0	324	848	660	0	211	116	246	0	189	0	210	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	30	57	96	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	15	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0136	BL	4446	9563	4700	2038	1083	728	0	546	328	1316	493	706	79	284	257	196	658	340	362	0	145	660	211	54	303	229	280	0	0	0	0	59	19	0	54	149	43	0	0	0	0	0	160	44	0	45	0	0	0	44	0	0	72	0	0	35	0	0	0	0	6	0	0	209	0	0	0	0	0	0	108	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0148	BL	740	296	220	383	245	0	0	93	0	0	14	205	0	9	89	248	92	0	0	0	0	126	0	0	0	0	28	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0157	BL	1231	6571	3409	767	981	312	0	406	289	1008	420	17	77	167	280	62	936	199	1163	0	0	1412	158	0	131	0	0	158	0	0	0	0	149	50	0	40	0	0	61	0	0	0	34	0	50	0	0	0	0	81	0	0	0	0	0	0	0	0	0	73	0	0	0	37	0	0	0	0	145	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0158	BL	6265	7647	6158	2454	992	947	0	423	443	1701	913	258	0	356	242	145	1928	561	542	0	247	2042	314	185	89	461	187	16	189	0	175	305	146	154	227	0	72	0	0	0	0	55	218	0	63	0	0	0	0	82	0	0	0	0	0	0	0	0	0	48	0	0	99	187	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0160	BL	365	85	109	261	522	48	0	36	8	161	55	77	14	50	0	0	35	32	0	0	12	88	19	0	0	52	0	14	0	0	0	63	0	0	0	0	0	0	0	0	9	0	11	0	0	0	0	60	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0163	BL	3996	387	2117	1594	3854	326	0	120	3	216	1027	444	0	526	0	0	0	354	0	0	580	383	97	0	0	214	160	0	42	0	0	271	0	0	84	66	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	30	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	275	0	0	64	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0169	BL	1270	292	152	458	516	18	0	0	17	27	17	108	0	18	92	0	0	62	33	0	62	56	10	11	5	6	17	0	29	0	0	17	0	0	14	11	0	0	8	7	8	0	11	8	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	44	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0177	BL	3671	772	1440	2043	1163	536	0	301	0	87	472	828	0	325	0	161	9162	496	363	0	187	710	81	0	0	119	0	0	260	0	0	207	0	0	68	0	0	0	0	0	101	48	192	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	15	0	0	0	0	0	0	40	0	88	0	0	72	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0178	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0181	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0187	BL	63	87	244	75	138	3	0	20	94	64	0	0	4782	0	8476	0	170	31	0	0	0	6070	4	0	0	0	0	108	0	715	0	0	0	0	0	0	0	12	0	0	0	370	5	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	7	0	0	0	44	0	0	0	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0188	BL	15591	3531	6038	2246	1146	321	0	213	328	936	615	149	0	332	71	118	1116	460	344	0	276	1243	293	32	79	130	158	29	345	0	0	157	0	26	119	66	0	0	0	0	94	37	66	85	28	82	11	13	0	105	0	84	0	0	0	0	0	0	166	4	41	66	0	0	0	0	0	0	0	0	41	0	19	7	46	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	12	0	0	0	0	0	11	18	0	12	5	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0193	BL	2511	3528	2598	626	1088	273	0	118	140	225	494	332	34	239	397	46	506	302	206	0	54	237	65	0	0	154	23	111	0	0	0	38	0	0	32	115	0	0	6	0	124	0	15	0	0	53	0	0	0	0	0	55	24	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	32	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0195	BL	8849	30827	15884	2645	3672	2307	131	465	2982	7126	776	1052	0	971	576	178	1672	579	1568	0	81	220	208	0	476	95	217	0	87	0	79	247	268	337	0	105	101	98	39	77	174	109	109	0	22	83	20	0	0	118	0	0	155	0	0	0	7	0	0	310	0	0	0	0	0	187	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	118	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0197	BL	2074	8423	3500	1152	1124	779	0	426	554	1818	536	493	67	55	197	165	1354	5	571	0	70	949	109	0	93	94	89	80	62	0	74	41	30	66	0	264	65	0	0	0	0	0	52	38	0	105	0	39	0	0	0	0	0	0	0	0	44	0	0	119	114	109	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	2	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0201	BL	1913	285	592	697	200	93	0	0	4	153	111	130	25	114	141	0	182	44	283	0	91	161	6	46	0	132	0	0	31	0	33	90	0	0	53	6	0	0	0	0	0	0	23	34	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	13	0	0	0	0	0	0	0	29	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0203	BL	3378	446	2370	2942	1181	548	216	493	0	509	516	752	40	468	332	85	0	281	238	0	142	639	476	102	0	0	0	42	202	0	68	178	0	0	18	65	0	0	0	0	40	0	90	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24	0	158	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0212	BL	3402	7836	5498	1617	3161	916	0	266	505	2287	495	161	184	301	360	0	1014	24	474	0	62	1664	214	0	214	0	172	193	0	0	11	0	0	0	0	63	60	0	0	0	34	0	194	0	0	0	48	48	0	92	0	0	81	0	0	0	0	0	0	0	0	59	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	186	0	0	0	0	0	0	44	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	35	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0231	BL	4427	928	2582	2332	1334	616	0	335	0	0	384	462	0	507	4	556	405	272	395	0	0	629	404	97	206	62	385	0	0	0	0	0	0	0	44	0	0	0	190	0	513	0	47	0	0	0	0	0	0	0	0	106	0	128	4	0	0	0	0	0	0	144	0	0	0	0	0	0	0	102	0	0	129	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0232	BL	7721	5439	4737	3081	2448	926	0	156	94	1016	531	1162	0	366	125	79	57	262	458	0	136	645	243	0	0	14	85	0	94	0	0	106	0	0	48	192	282	0	184	0	71	0	326	6	0	176	0	0	0	0	0	0	0	0	0	41	0	0	0	59	6	0	0	30	0	0	177	0	0	0	0	0	0	54	0	128	0	0	21	0	0	0	0	34	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0234	BL	1127	6078	3175	810	2889	261	0	761	763	1577	69	99	42	211	276	0	709	0	140	0	0	1770	4	0	133	114	0	72	47	0	0	39	159	38	0	221	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	57	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0235	BL	2059	3451	3096	3501	4221	32	257	0	775	884	0	488	0	392	1956	379	975	0	1217	0	59	802	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0239	BL	10952	1042	5833	6801	2892	1739	0	836	137	274	1240	2168	0	989	0	95	0	1446	234	0	719	1908	333	53	0	351	464	0	249	0	0	226	0	0	288	0	195	0	0	0	254	0	165	0	0	173	0	0	0	0	0	0	0	0	164	0	0	0	0	80	120	0	112	0	0	0	123	0	0	0	0	0	0	268	0	0	0	354	0	0	0	45	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	34	86	0	0	0	0	0	0	0	0	41	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0243	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0274	BL	3372	6423	3354	1237	2077	252	0	593	197	443	222	491	0	482	0	80	175	308	865	0	37	688	262	0	166	81	0	0	18	0	0	427	0	119	0	79	0	0	0	0	70	0	28	0	0	0	0	0	0	0	0	79	0	0	0	5	0	0	0	57	0	31	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	5	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0284	BL	18077	1275	4210	2727	519	299	52	328	141	301	3695	130	7	855	73	79	47	655	351	6	210	350	327	111	60	304	115	0	144	0	95	144	23	0	15	111	17	0	24	0	28	56	306	58	37	46	10	123	10	6	0	109	30	0	0	5	21	0	82	35	0	33	16	0	0	0	0	0	0	6	55	0	8	87	6	0	0	4	0	6	0	14	9	8	0	0	0	12	0	0	0	29	7	11	0	0	0	10	0	8	10	0	7	0	0	0	0	0	0	0	20	0	0	8	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
2020-023_PSC_0285	BL	2178	5105	2525	1583	819	315	0	55	247	571	147	477	0	121	299	100	786	103	477	0	214	931	260	54	0	142	0	0	114	0	0	216	60	0	0	0	0	0	0	0	21	11	70	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	28	64	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0292	BL	1969	206	1984	909	370	103	0	258	173	126	803	444	0	531	84	0	251	115	9	0	127	928	449	0	0	114	0	142	90	0	0	0	0	120	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	20	0	0	105	0	0	0	0	0	32	0	0	0	0	0	0	98	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0299	BL	4957	258	3887	1800	1373	775	41	463	44	868	260	395	165	963	265	0	206	209	1120	0	280	287	0	0	0	246	0	0	296	0	107	143	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	17	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	57	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0302	BL	4279	37959	1728	1956	19599	272	864	260	1508	946	758	610	0	296	184	255	6193	399	90	0	38	503	192	0	98	81	34	0	51	0	369	186	0	0	161	0	0	0	0	0	0	0	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	54	7	154	0	0	0	0	89	0	0	0	0	86	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0313	BL	3957	2652	2744	1621	399	264	0	267	315	213	604	382	0	387	0	80	232	231	69	0	45	309	150	0	0	111	131	0	100	0	0	13	79	55	35	386	0	98	71	10	48	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	99	9	19	0	0	25	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	27	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0332	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
