new_id	phase	O__Flavobacteriales	O__Bacillales	O__Burkholderiales	K__Bacteria	O__Actinomycetales	O__Sphingomonadales	O__Campylobacterales	O__Rhodobacterales	O__Enterobacteriales	O__Pseudomonadales	O__Chloroplast	P__Parcubacteria	O__Selenomonadales	O__Cytophagales	O__Bacteroidales	O__Oligoflexales	O__Lactobacillales	P__Proteobacteria	O__Rhizobiales	O__Vibrionales	C__Gammaproteobacteria	O__Clostridiales	C__Alphaproteobacteria	O__Blastocatella	O__Caulobacterales	O__Sphingobacteriales	C__Deltaproteobacteria	O__Coriobacteriales	O__Myxococcales	C__Bacilli	O__Neisseriales	O__Legionellales	O__Family_I	C__Cyanobacteria	O__Bdellovibrionales	O__Rhodospirillales	P__Cyanobacteria.Chloroplast	O__Pasteurellales	O__Gemmatimonadales	O__Solirubrobacterales	P__Candidatus_Saccharibacteria	P__Firmicutes	P__Bacteroidetes	O__Chromatiales	C__Actinobacteria	O__Methylophilales	O__Family_VIII	O__Rickettsiales	O__Family_II	O__Gp6	O__Hydrogenophilales	O__Gp3	O__Deinococcales	O__Thermoanaerobacterales	O__Desulfuromonadales	O__Alteromonadales	O__Armatimonadales	O__Mycoplasmatales	O__Caldilineales	O__Xanthomonadales	O__Verrucomicrobiales	O__Rhodocyclales	P__SR1	O__Erysipelotrichales	C__Acidobacteria_Gp4	O__Gaiellales	O__Nitrosomonadales	O__Desulfovibrionales	O__Aridibacter	O__Aeromonadales	O__Spirochaetales	O__Family_VI	O__Gp4	C__Betaproteobacteria	P__Chloroflexi	O__Desulfobacterales	O__Nitrospirales	Unassigned	P__Planctomycetes	O__Gammaproteobacteria_incertae_sedis	O__Family_XI	C__Spartobacteria	O__Gp16	O__Phycisphaerales	O__Family_X	C__Epsilonproteobacteria	P__Acidobacteria	O__Acidimicrobiales	C__Acidobacteria_Gp3	O__Gp17	O__Fibrobacterales	O__Ferrovales	O__Methylococcales	O__Chloroflexales	O__Fusobacteriales	O__Terriglobus	O__Rubrobacterales	O__Thiotrichales	O__Thermoleophilales	O__Planctomycetales	P__Verrucomicrobia	O__Alphaproteobacteria_incertae_sedis	C__Subdivision3	C__Armatimonadetes_gp5	O__Thermales	C__Chloroflexia	O__Anaeroplasmatales	O__Synergistales	C__Clostridia	P__Microgenomates	O__Anaerolineales	O__Tepidisphaerales	O__Deferribacterales	O__Opitutales	C__Candidatus_Cloacamonas	O__Bryobacter	O__Holophagales	O__Gp11	O__Oceanospirillales	O__Syntrophobacterales	O__Procabacteriales	O__Family_IV	O__Eilatimonas	O__Gallionellales	P__candidate_division_WPS.1	C__Thermomicrobia	O__Granulicella	O__Sphaerobacterales	O__Gp10	O__Bifidobacteriales	O__Sneathiellales	O__Magnetococcales	P__Actinobacteria	O__Entomoplasmatales	O__Fimbriimonadales	O__Chitinivibrionales	C__Candidatus_Hydrogenedens	P__Latescibacteria	O__Sulfuricellales	O__Candidatus_Endomicrobium	P__Lentisphaerae	O__Ignavibacteriales	O__Oligosphaerales	O__Orbales	O__Terrimicrobium	C__Opitutae	O__Victivallales	C__Armatimonadetes_gp4
2020-023_PSC_0343	BL	3177	6215	3622	1089	1014	313	0	239	760	815	548	395	38	267	143	61	397	123	653	0	225	949	126	0	0	91	0	0	272	0	0	0	0	40	0	62	0	0	0	0	0	99	62	0	0	39	0	74	0	0	0	92	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	91	88	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0346	BL	1154	4068	2669	577	229	403	0	33	660	481	552	112	0	5	250	50	391	120	298	0	82	483	147	0	218	0	0	15	12	0	0	102	0	0	0	142	125	0	0	0	0	81	0	0	0	0	84	207	0	0	0	0	0	0	0	0	0	0	35	15	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0347	BL	779	14	714	1364	1303	520	0	0	0	67	86	154	0	0	0	0	0	0	320	0	232	324	0	0	0	0	146	0	0	0	0	188	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	149	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0356	BL	1878	507	804	923	2545	135	0	0	0	164	77	591	173	152	2848	0	205	0	152	0	0	4342	203	0	126	194	166	161	98	0	0	0	0	0	65	0	0	0	0	0	343	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	124	0	0	0	0	0	72	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0367	BL	2302	7323	3346	763	1235	827	0	68	440	1172	277	210	123	246	449	0	871	16	968	0	44	1321	142	0	173	60	0	86	45	0	0	84	385	127	208	119	0	0	0	85	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	68	0	0	65	0	0	0	0	18	79	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0371	BL	4277	274	1857	2201	505	560	0	305	0	627	975	575	0	121	0	0	20	337	212	0	277	825	209	212	0	404	79	0	240	0	0	328	0	0	71	141	0	0	0	0	243	0	0	226	121	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0375	BL	16	84	180	103	115	9	0	0	93	8	0	0	4642	0	8471	0	229	53	0	0	0	6354	0	0	0	0	0	174	0	719	5	0	0	4	0	9	0	34	0	0	9	405	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0377	BL	2773	154	3020	1206	2127	666	0	252	4	453	292	455	0	405	212	0	83	628	417	0	0	411	109	0	0	0	0	68	0	0	114	33	0	123	0	0	0	0	0	0	0	83	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0391	BL	5096	6064	3571	3122	1416	528	0	403	450	1455	905	674	0	495	372	83	0	308	618	0	161	473	102	0	43	145	41	0	242	0	0	438	84	0	107	0	71	47	0	0	190	0	60	153	0	0	0	0	0	103	0	0	0	0	0	74	0	0	70	0	18	220	29	178	0	0	0	0	96	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	60	0	0	0	0	0	0	0	0	91	0	0	45	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0394	BL	3431	153	594	1005	1068	829	227	739	0	438	752	867	0	54	0	0	0	74	514	0	0	353	85	392	0	0	0	0	0	0	0	4	0	0	134	0	0	0	0	0	105	0	293	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0397	BL	1424	5553	2757	770	5062	579	0	58	345	794	371	90	159	90	639	0	1046	88	271	0	0	2290	17	50	97	253	42	212	39	0	0	0	99	47	92	41	0	0	0	112	19	45	9	0	0	0	38	0	44	0	0	0	59	0	0	0	0	20	0	28	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0400	BL	204	82	93	157	97	0	0	23	26	19	3	15	0	0	26	0	9	0	0	0	0	30	0	0	0	9	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0408	BL	1319	88	936	718	21	113	0	62	0	206	126	272	0	65	230	75	165	49	162	0	0	340	41	41	80	163	81	0	56	0	0	13	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0419	BL	1630	6025	2024	758	964	592	0	213	748	718	280	455	0	47	363	46	412	113	338	0	169	240	200	52	61	0	58	0	145	0	0	253	365	0	0	96	0	0	0	0	42	0	182	45	0	0	54	0	0	101	0	0	92	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	85	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0430	BL	1507	125	788	1171	1740	0	108	233	0	145	373	439	0	84	47	0	0	99	0	0	65	128	298	161	0	102	0	0	174	0	73	245	0	0	162	0	0	0	107	44	82	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0437	BL	4218	648	3356	2629	1204	617	0	879	0	796	81	753	0	274	138	0	0	325	947	0	0	73	137	0	0	0	0	0	22	0	0	251	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	49	0	0	0	237	0	0	174	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0439	BL	2245	6073	2828	774	648	267	0	0	445	1062	267	283	0	215	37	49	522	4	342	0	47	1568	77	48	156	48	0	0	85	0	0	110	90	0	0	13	0	149	0	0	74	208	56	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0446	BL	5856	2862	5590	3879	5752	2139	571	628	443	1187	1376	1770	250	0	933	153	347	194	1068	0	757	2167	525	438	400	0	209	72	288	0	0	517	0	0	336	0	0	0	3	0	167	0	91	517	187	0	0	194	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	164	0	0	0	4	56	0	0	0	0	0	0	189	0	0	0	0	0	0	196	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0453	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0456	BL	2219	0	1158	1226	311	137	0	116	0	332	326	340	87	342	0	217	256	0	0	0	35	521	0	0	0	0	272	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	130	0	0	0	45	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0462	BL	3010	4472	2704	1284	562	470	0	189	371	849	795	357	0	77	0	0	604	66	539	0	133	65	58	0	0	39	0	0	143	0	0	37	30	0	83	116	45	0	0	0	39	0	31	0	0	60	0	0	0	6	0	0	16	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	18	0	0	0	149	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	164	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0465	BL	4082	305	2222	2143	736	419	0	167	0	150	427	461	0	235	0	132	122	812	473	0	0	1045	278	120	102	238	72	0	335	0	0	268	0	0	34	2	0	0	0	77	63	0	129	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	12	54	0	0	0	0	0	0	0	0	125	0	0	22	59	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0485	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0505	BL	2941	5262	4443	913	771	153	0	25	370	347	452	207	125	94	127	23	731	243	507	0	0	2257	95	30	82	208	0	183	259	0	237	85	27	27	48	0	0	0	0	0	7	67	0	37	0	19	65	0	0	53	0	2	144	0	0	24	0	0	0	0	3	71	0	44	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0508	BL	1590	70	603	789	350	79	0	44	0	326	220	171	0	58	94	23	152	86	26	0	25	435	72	0	0	0	33	159	48	0	0	0	0	0	0	0	0	0	28	0	0	0	7	0	0	49	0	0	19	0	0	0	0	0	0	15	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0511	BL	880	35	752	947	428	97	0	0	0	0	738	145	0	137	0	0	0	323	0	0	0	129	0	0	0	201	0	0	0	0	0	89	0	0	0	83	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0512	BL	2194	5065	2047	977	771	254	0	78	365	520	708	116	191	141	275	195	1070	141	245	0	123	1813	67	0	75	203	70	167	31	0	0	269	53	0	43	32	0	0	0	88	0	23	0	57	0	0	0	41	0	0	0	0	0	0	0	21	0	0	0	52	16	0	11	0	0	0	0	0	0	0	41	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	16	0	36	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0525	BL	882	115	141	276	391	20	14	16	50	39	19	78	0	14	15	17	6	65	42	0	23	52	16	8	22	41	0	0	28	0	0	11	0	0	2	0	0	0	0	0	9	17	13	0	0	0	0	0	0	15	0	5	0	0	13	11	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0527	BL	2536	493	856	2888	754	394	0	459	5	1400	181	482	0	547	904	0	5	0	1400	0	291	1734	150	0	575	0	0	0	0	0	0	179	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0528	BL	14	325	173	103	534	27	0	8	46	8	0	0	3689	7	6159	0	195	27	3	0	0	4915	0	0	4	0	3	128	0	482	0	0	0	0	0	0	0	0	0	2	0	356	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	49	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0532	BL	1471	244	1420	587	1410	0	0	0	0	121	295	83	0	465	206	0	297	0	346	0	0	257	140	0	0	109	217	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	218	0	0	0	132	0	0	0	0	0	0	0	19	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0534	BL	4049	236	1672	1991	1145	556	0	455	0	606	647	829	0	653	0	304	234	354	124	0	121	876	262	0	0	89	485	0	79	0	0	59	0	0	34	645	0	0	0	0	185	0	140	0	0	271	0	0	0	0	0	0	0	0	0	0	0	35	0	0	46	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0539	BL	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0543	BL	3674	4138	2372	1286	447	191	52	215	301	598	682	272	122	378	0	97	85	151	0	0	106	0	59	46	0	81	0	40	184	0	0	153	171	0	0	91	0	0	0	0	208	41	30	0	0	58	0	0	0	82	0	0	0	0	58	0	49	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	18	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0547	BL	439	55	291	262	422	45	0	6	27	99	73	88	0	31	4	9	0	20	45	0	51	31	17	0	0	0	52	0	31	0	5	5	0	3	5	0	0	0	0	0	8	21	18	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0551	BL	9680	1205	4009	4033	1172	510	0	991	0	1166	450	1523	0	425	0	225	0	1168	530	0	260	757	0	0	0	305	816	0	0	0	0	82	0	0	268	231	0	0	0	0	131	0	113	0	380	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
