new_id	phase	P__Actinobacteria	P__Proteobacteria	P__Bacteroidetes	P__Firmicutes	P__Cyanobacteria.Chloroplast	P__Parcubacteria	P__Fusobacteria	K__Bacteria	NA	P__SR1	P__Candidatus_Saccharibacteria	P__Verrucomicrobia	P__Deferribacteres	P__Chloroflexi	P__Acidobacteria	P__Spirochaetes	P__Deinococcus.Thermus	P__Fibrobacteres	P__Tenericutes	P__Planctomycetes	P__Armatimonadetes	P__Gemmatimonadetes	P__Nitrospirae	P__Latescibacteria	P__Elusimicrobia	P__Ignavibacteriae	P__Microgenomates	P__Cloacimonetes	P__Synergistetes	P__candidate_division_WPS.1	P__Caldiserica	P__Chlamydiae	P__Lentisphaerae
2020-023_PSC_0153	BL	222	1445	4061	204	59	135	0	301	0	24	55	11	0	6	175	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0154	BL	2217	6624	1671	1464	531	532	0	133	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0155	BL	3096	8400	1387	2865	2309	1270	0	1311	0	386	1259	0	0	199	8	0	0	0	0	0	0	69	0	0	0	0	57	0	0	102	0	0	0
2020-023_PSC_0156	BL	101	785	1451	1101	45	32	0	58	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0161	BL	0	178	134	143	24	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0162	BL	21	2055	1741	2090	0	265	0	478	4	181	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0164	BL	233	94	132	228	15	55	0	45	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0165	BL	618	305	84	604	64	46	9	76	7	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0166	BL	48	1281	18	669	0	0	0	262	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0167	BL	1038	9508	3466	7449	1823	845	0	2427	218	2	799	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
2020-023_PSC_0168	BL	2092	2722	1240	903	731	728	0	545	7	0	1030	0	0	0	145	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0170	BL	1747	4432	1665	2465	343	478	0	837	0	0	0	41	0	0	79	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
2020-023_PSC_0172	BL	143	445	540	348	29	74	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0174	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0175	BL	1411	8149	1114	2532	963	595	0	847	0	0	1260	147	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0176	BL	3800	15425	4039	6516	1140	1458	0	803	0	854	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0
2020-023_PSC_0179	BL	329	7365	1414	11183	0	533	0	685	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0180	BL	714	5914	131	1802	682	564	0	355	8	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0182	BL	2746	7761	1724	2702	3212	1296	0	1820	339	0	314	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0183	BL	333	430	238	337	53	64	0	109	3	0	83	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0184	BL	387	478	5068	8366	0	49	55	196	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0185	BL	1961	2707	1012	3197	951	566	0	1169	9	0	149	102	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0190	BL	852	812	125	1632	100	332	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0191	BL	1493	3535	417	1696	1446	638	0	1305	52	0	445	42	0	0	9	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0194	BL	6	28	17	26	0	4	0	12	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0196	BL	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0199	BL	3	113	117	75	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0200	BL	178	541	952	308	74	16	0	174	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0202	BL	184	1475	714	1263	65	118	0	278	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
2020-023_PSC_0204	BL	1675	5313	1227	1024	641	443	0	873	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0
2020-023_PSC_0205	BL	432	2518	706	154	151	132	0	505	31	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0206	BL	5032	13611	2639	4086	3295	1698	0	2737	0	0	2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0
2020-023_PSC_0207	BL	5074	11511	3908	1482	127	149	140	102	0	311	0	15	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0208	BL	60	102	5	25	77	11	0	26	3	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0210	BL	1715	2439	166	1734	124	94	0	351	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0213	BL	117	1213	174	334	116	127	0	306	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0214	BL	852	2833	1263	1619	1300	640	0	769	0	0	230	0	0	32	12	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0215	BL	202	901	4279	6787	35	19	0	183	38	0	15	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0216	BL	928	1977	635	1244	42	170	68	258	0	0	46	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0218	BL	6247	8982	2207	4316	1866	1795	0	3823	202	0	1133	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0219	BL	2271	11511	957	5977	5079	1188	0	364	0	0	303	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0220	BL	50	396	9	247	63	48	0	91	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0221	BL	2148	4291	1549	579	0	113	0	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0222	BL	44	116	1071	951	8	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0223	BL	1163	5380	7741	254	171	187	0	847	0	0	135	4	0	0	99	0	0	0	0	4	0	0	63	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0224	BL	356	173	129	132	51	76	0	67	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0225	BL	1503	1007	661	1578	318	193	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0226	BL	983	3812	2204	4009	0	189	0	2	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0229	BL	119	284	351	96	24	4	0	20	15	0	0	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0230	BL	102	1187	3197	84	43	42	0	241	19	0	24	0	0	0	69	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0236	BL	0	29742	5	55487	7	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0237	BL	3246	15048	3121	1534	5151	3053	0	1226	0	0	259	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0238	BL	654	4180	282	1333	243	295	0	1118	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0240	BL	782	3891	2692	3624	437	98	0	540	40	0	116	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0241	BL	45	65	15	44	4	18	0	20	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0242	BL	129	522	292	264	19	11	0	46	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0244	BL	147	531	301	236	0	82	21	57	0	0	6	0	0	0	39	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0246	BL	117	191	137	128	15	4	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0247	BL	547	602	581	340	82	130	0	274	4	0	20	5	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0248	BL	89	367	194	106	35	32	36	86	2	0	22	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0
2020-023_PSC_0250	BL	42	364	155	418	0	38	0	44	5	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0251	BL	70	485	1035	69	12	6	0	101	2	6	0	8	0	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0252	BL	162	1404	3160	406	41	106	0	165	56	41	25	28	0	34	139	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0254	BL	180	1163	207	340	54	9	0	277	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0255	BL	265	1380	241	883	0	145	0	69	38	0	5	0	0	0	39	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0256	BL	463	343	133	456	17	74	0	13	22	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0257	BL	137	254	5610	6383	4	12	0	141	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0258	BL	1699	1350	463	823	0	275	0	57	8	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0259	BL	741	7104	6963	459	264	1050	0	644	0	0	0	88	0	0	0	173	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0260	BL	5	57	182	300	0	7	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0262	BL	3164	7551	2293	1831	2597	1225	0	598	9	0	738	0	0	0	0	0	400	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0263	BL	2978	6303	3837	287	405	1051	0	1038	31	0	0	17	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0264	BL	42	92	93	138	35	35	0	31	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0265	BL	326	4906	2574	2863	173	0	0	439	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0266	BL	224	1682	3072	590	65	52	0	209	2	11	9	8	0	0	22	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0267	BL	202	800	449	556	0	59	0	26	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0268	BL	271	176	96	113	25	49	0	56	0	0	0	0	0	0	27	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0270	BL	15797	2556	4555	9293	89	650	0	1335	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0271	BL	522	2551	14526	17116	53	185	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0272	BL	681	2136	333	864	42	293	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0273	BL	27	190	252	79	18	72	0	33	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
2020-023_PSC_0275	BL	859	7655	2407	4963	729	406	164	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0276	BL	1769	4712	2177	5404	1087	565	0	473	29	152	404	73	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0277	BL	273	3945	1340	1393	0	743	0	1292	0	0	0	13	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0278	BL	1046	10598	6357	1653	185	273	0	596	8	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	9	0	0	0
2020-023_PSC_0279	BL	26	1121	89	189	41	20	0	68	8	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0280	BL	0	6281	2	11078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0281	BL	123	390	231	559	28	38	3	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0282	BL	13618	2042	1852	23518	300	89	0	323	41	0	110	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0283	BL	2289	1496	317	1286	367	282	0	280	100	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0
2020-023_PSC_0286	BL	257	314	319	286	136	45	0	86	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0287	BL	7003	16253	5048	1083	1448	342	0	1338	3	206	144	73	0	0	1287	49	0	0	0	46	0	0	0	0	0	0	0	0	0	98	0	0	0
2020-023_PSC_0288	BL	172	569	783	134	21	39	0	131	3	0	13	2	0	2	4	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0289	BL	1411	34434	2415	4009	1289	691	0	1375	48	0	702	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0290	BL	120	352	53	36	13	17	0	27	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0291	BL	21	208	125	18	22	18	0	41	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0293	BL	32	119	667	700	0	14	0	3	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0294	BL	644	350	187	716	126	57	12	158	41	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0295	BL	261	308	92	349	11	39	0	40	2	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0297	BL	3345	6189	663	2224	825	787	0	1914	48	0	322	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0298	BL	345	392	283	174	116	52	0	192	11	0	0	0	0	19	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0300	BL	0	4818	658	801	320	187	0	717	0	0	260	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0301	BL	37	191	11	7	22	39	0	34	0	0	14	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0303	BL	3987	7076	2498	2273	2358	752	0	1470	0	21	377	2	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0304	BL	102	261	242	164	0	31	0	113	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0305	BL	2765	5508	1439	3071	862	628	0	1687	40	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0307	BL	748	3322	7517	768	164	112	0	736	0	0	225	50	0	61	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0308	BL	88	673	197	232	61	53	0	35	2	0	0	0	0	14	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0309	BL	1429	6610	1722	3308	0	3	0	231	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0310	BL	3853	4191	6180	7805	899	902	0	962	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0311	BL	1264	2564	2815	2754	1604	992	0	1383	61	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
2020-023_PSC_0314	BL	36	1118	6178	3319	86	37	0	425	0	6	0	0	0	0	110	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0315	BL	1321	5530	8187	2281	100	370	0	1227	0	0	605	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0316	BL	645	5162	513	2091	162	745	0	2106	224	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0317	BL	85	164	53	70	35	11	0	24	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0319	BL	186	1273	862	1196	0	135	0	92	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0320	BL	2087	5994	4402	4683	0	18	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0321	BL	411	1969	200	823	427	400	0	1332	7	0	0	6	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0322	BL	1719	2704	1160	1135	474	432	0	788	6	0	89	85	0	0	127	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0323	BL	677	2616	1664	1750	733	374	0	896	97	0	0	15	0	51	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0
2020-023_PSC_0324	BL	1180	8278	2643	4996	2003	810	0	1271	0	0	1171	161	0	0	275	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0325	BL	172	226	98	137	171	65	0	171	13	0	103	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0328	BL	231	553	563	705	38	145	36	160	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0329	BL	1128	15544	285	746	2507	250	0	928	63	0	490	0	0	350	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0330	BL	1367	3322	190	3536	27	801	0	691	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
2020-023_PSC_0331	BL	145	349	705	136	17	10	0	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0333	BL	164	163	58	128	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0336	BL	4098	6232	1409	5943	18	410	0	903	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0337	BL	116	470	97	135	230	17	0	10	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0338	BL	1968	8207	15612	1680	732	569	0	1283	0	0	164	239	0	0	87	0	0	0	0	17	0	0	67	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0339	BL	72	248	151	117	43	35	0	51	0	0	21	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0341	BL	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0349	BL	379	4972	2855	1721	603	922	0	771	29	0	207	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0351	BL	1264	2881	1173	1482	66	466	0	325	24	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0352	BL	64	146	153	21	12	2	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0353	BL	1079	432	554	996	52	21	0	86	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0354	BL	1279	591	591	1142	105	47	0	159	2	0	18	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0357	BL	616	8908	11827	1177	774	340	0	963	0	0	0	33	0	0	313	161	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
2020-023_PSC_0358	BL	1865	3292	671	1780	621	319	0	858	45	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
2020-023_PSC_0360	BL	2010	5962	421	1802	978	1330	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0362	BL	160	1762	562	122	65	32	0	85	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0363	BL	15	312	136	27	0	115	0	62	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
