new_id	phase	P__Actinobacteria	P__Proteobacteria	P__Bacteroidetes	P__Firmicutes	P__Cyanobacteria.Chloroplast	P__Parcubacteria	P__Fusobacteria	K__Bacteria	NA	P__SR1	P__Candidatus_Saccharibacteria	P__Verrucomicrobia	P__Deferribacteres	P__Chloroflexi	P__Acidobacteria	P__Spirochaetes	P__Deinococcus.Thermus	P__Fibrobacteres	P__Tenericutes	P__Planctomycetes	P__Armatimonadetes	P__Gemmatimonadetes	P__Nitrospirae	P__Latescibacteria	P__Elusimicrobia	P__Ignavibacteriae	P__Microgenomates	P__Cloacimonetes	P__Synergistetes	P__candidate_division_WPS.1	P__Caldiserica	P__Chlamydiae	P__Lentisphaerae
2020-023_PSC_0589	BL	68	98	50	50	0	3	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0590	BL	222	1682	558	674	173	234	0	81	22	0	64	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0591	BL	0	3709	464	1579	0	1796	0	588	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0596	BL	197	126	108	304	36	10	0	8	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0597	BL	111	211	72	138	12	31	0	25	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
2020-023_PSC_0598	BL	18	149	114	16	5	14	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0599	BL	1029	18432	2746	1153	6881	302	0	878	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0600	BL	247	1771	894	586	1134	305	0	696	2	279	91	16	0	71	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0601	BL	410	1215	310	567	152	69	0	117	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0602	BL	143	503	45	1031	319	2	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2020-023_PSC_0604	BL	6089	11113	3832	2738	1964	1624	0	1699	0	0	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0605	BL	1723	312	143	2045	11	16	18	59	0	0	8	2	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2020-023_PSC_0606	BL	5684	11988	4366	5615	2215	1407	0	1003	0	0	0	209	0	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0608	BL	2106	5759	1594	2432	0	1603	0	1290	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0609	BL	9681	2603	687	5105	126	192	14	90	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0610	BL	298	170	91	104	0	59	4	93	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0611	BL	5020	3322	2065	1916	1171	662	0	1014	7	0	0	30	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0612	BL	640	222	107	271	6	25	0	17	41	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0613	BL	2379	5815	928	2479	205	255	105	460	192	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
2020-023_PSC_0615	BL	6637	21491	2447	8329	0	908	0	1091	31	0	0	237	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0617	BL	617	3378	1337	1243	411	239	0	108	0	0	0	33	0	0	650	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0620	BL	24	19	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0621	BL	327	975	885	899	63	97	16505	65	0	0	9	10	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0
2020-023_PSC_0622	BL	9388	13763	4749	6962	1905	3167	0	1493	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0625	BL	76	156	87	34	27	36	0	34	23	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0626	BL	144	338	171	274	164	25	0	97	14	55	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0627	BL	0	17	7	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0628	BL	254	1495	244	451	342	172	0	152	78	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0629	BL	491	821	934	1527	392	166	0	626	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0630	BL	690	4650	0	2215	392	1074	0	985	40	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0631	BL	73	507	13196	13614	0	2	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0632	BL	31	221	61	136	16	44	0	47	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0633	BL	322	1132	178	1009	60	133	0	108	18	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0635	BL	2454	3468	1453	1952	1828	1519	0	1459	0	182	378	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0636	BL	850	1485	711	680	0	227	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
2020-023_PSC_0637	BL	2384	11657	2005	3042	491	1523	0	586	0	0	368	52	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0640	BL	9207	74069	15665	19577	1099	684	2136	1107	0	0	48	0	0	0	205	491	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0641	BL	13688	8905	822	6661	43	141	0	1068	123	0	228	359	0	0	1352	0	103	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0644	BL	63	216	147	77	67	5	0	150	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0645	BL	2806	1986	972	1495	130	121	0	528	33	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
2020-023_PSC_0646	BL	132	826	185	280	28	2	0	181	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0647	BL	26	76	34	27	5	18	0	11	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0649	BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0650	BL	257	412	305	243	32	31	0	26	3	0	2	3	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0651	BL	838	9514	6120	359	52	63	0	51	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0652	BL	355	658	505	493	130	86	0	193	22	0	0	0	0	0	0	0	10	0	0	16	0	0	0	0	0	0	5	0	0	0	0	0	0
2020-023_PSC_0654	BL	23	139	31	50	5	9	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0655	BL	1149	4485	2911	3215	253	183	93	333	0	0	54	3	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0656	BL	7	2233	237	4398	0	424	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0657	BL	17	9	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0660	BL	105	809	466	437	88	26	0	129	0	0	0	6	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0661	BL	39	347	142	35	37	21	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0662	BL	8	102	20	30	45	0	2	13	0	0	10	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0664	BL	1048	5800	1202	3672	2008	91	0	1059	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0665	BL	517	2547	4725	111	257	180	0	339	3	58	32	51	0	0	160	13	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0666	BL	2089	1401	493	1571	0	32	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0668	BL	29	218	2	83	39	39	0	34	3	0	9	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0669	BL	2501	9043	1431	1177	427	1105	0	280	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0671	BL	4	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0672	BL	118	417	163	102	42	58	0	282	9	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0673	BL	204	1259	653	640	0	83	0	109	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0674	BL	290	1188	1236	941	466	78	0	227	0	0	30	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0675	BL	2967	5009	1463	4296	1502	1374	0	1403	0	0	980	0	0	0	52	0	0	0	0	0	0	18	0	0	0	0	32	0	0	0	0	0	0
2020-023_PSC_0676	BL	846	2511	1145	1405	477	453	0	1334	107	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0
2020-023_PSC_0677	BL	307	1745	8091	11224	29	73	0	46	4	0	15	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
2020-023_PSC_0678	BL	14	114	270	317	24	18	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0679	BL	2973	4734	2521	2446	268	327	1119	255	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
2020-023_PSC_0680	BL	449	2016	227	1867	414	318	0	488	0	0	329	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0682	BL	70	228	709	361	0	0	0	64	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0683	BL	1042	2378	1022	887	255	72	0	16	22	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0684	BL	1858	5822	2855	1375	2704	659	0	2150	179	217	1334	39	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
2020-023_PSC_0685	BL	546	1453	1979	1397	51	23	0	121	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0686	BL	907	5921	1882	1460	427	462	0	643	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0687	BL	169	381	834	514	32	99	33	104	11	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0690	BL	3211	3907	3021	782	404	354	0	674	0	0	0	60	0	0	821	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0691	BL	537	694	572	590	154	63	0	133	26	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0692	BL	471	559	40	249	123	44	0	71	15	0	0	13	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0693	BL	239	245	165	51	7	27	0	29	0	0	0	0	0	27	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0696	BL	710	387	148	440	41	26	0	116	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0697	BL	2118	1934	77	1617	219	374	0	142	86	0	289	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0699	BL	2297	4722	1194	978	1677	909	0	1839	155	0	239	88	0	0	132	0	0	0	14	0	66	0	0	0	0	0	11	0	0	0	0	0	0
2020-023_PSC_0700	BL	566	6722	1520	4912	627	504	0	108	86	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0701	BL	126	1219	1623	80	103	32	0	229	9	0	90	16	0	11	25	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0702	BL	1883	2352	1183	1229	221	151	0	627	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0703	BL	31	49	66	32	14	27	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0705	BL	1143	3276	1721	1101	542	968	0	1958	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0707	BL	264	6769	1239	1387	381	315	0	864	10	0	274	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
2020-023_PSC_0708	BL	164	1489	14116	11300	109	12	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0709	BL	310	1340	2173	109	160	40	0	282	5	14	0	0	0	14	22	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0710	BL	6	52	115	35	0	14	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0711	BL	1267	868	515	1027	183	67	0	36	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0712	BL	273	625	616	597	104	7	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0713	BL	3155	15811	21379	1593	1003	1250	0	3759	53	0	998	252	0	0	0	313	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0714	BL	431	1975	408	757	114	16	0	128	60	0	27	5	0	0	40	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0715	BL	621	3179	812	3597	0	592	0	429	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0717	BL	0	1494	409	370	133	53	0	6	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0720	BL	405	657	302	300	0	71	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
2020-023_PSC_0721	BL	32	129	3	69	29	12	0	6	4	0	10	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0722	BL	444	1059	2003	269	20	23	0	84	12	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0723	BL	114	256	145	109	30	33	0	42	4	0	6	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0725	BL	4526	5970	4206	5069	1476	556	51	585	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0727	BL	1312	528	288	1026	142	88	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0728	BL	253	1007	2115	606	78	102	0	128	0	0	6	0	0	4	35	17	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0729	BL	1629	9157	1353	1385	1411	1858	0	446	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0730	BL	0	183	0	31	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0731	BL	602	9415	2157	923	1716	75	0	923	57	437	0	0	0	0	52	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0732	BL	66	183	68	79	19	0	9	19	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0734	BL	448	4664	10267	1656	437	154	0	1585	0	38	135	254	0	0	177	284	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0735	BL	243	1106	917	1186	0	5	0	163	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0736	BL	1509	5602	4167	3848	221	778	0	189	5	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0738	BL	68	385	435	242	38	49	14	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0739	BL	23	121	63	54	6	0	0	19	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0740	BL	1959	2855	742	677	187	290	0	364	80	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0742	BL	128	230	483	411	47	41	6	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0745	BL	478	946	281	408	93	189	0	161	103	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0746	BL	905	2609	1332	2123	679	435	0	140	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0747	BL	14	35	49	33	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0749	BL	124	4828	1271	116	0	37	0	103	12	11	6	3	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0750	BL	163	190	374	267	41	37	14	12	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0753	BL	3657	6109	1266	2572	2269	2252	0	1460	781	0	1208	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
2020-023_PSC_0754	BL	279	147	185	76	6	52	36	56	6	0	4	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0758	BL	243	2422	1376	1489	225	9	0	940	0	0	0	0	0	44	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0759	BL	357	1317	14600	13632	111	257	0	355	20	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0
2020-023_PSC_0767	BL	88	502	68	375	16	39	0	34	0	0	22	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0770	BL	1243	4785	8955	4619	314	258	0	1117	0	0	103	55	0	0	61	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0771	BL	478	355	421	507	20	24	0	34	0	0	14	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0772	BL	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0773	BL	408	626	469	826	36	61	0	196	0	0	12	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0776	BL	836	15324	5576	13210	982	1528	0	2709	15	0	0	21	0	63	0	0	922	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
2020-023_PSC_0777	BL	391	1520	1366	1451	104	125	0	121	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0778	BL	2830	5573	2449	5446	1557	337	0	471	90	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0779	BL	141	153	82	47	80	7	0	60	2	0	29	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0780	BL	2128	3204	1449	1575	802	351	0	378	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0782	BL	2671	2822	520	2442	61	411	0	266	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0783	BL	135	337	1195	49	42	40	0	90	0	7	5	2	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0784	BL	2054	5014	390	1404	695	4	0	2159	59	0	915	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
2020-023_SPC_0034	F2	2841	9470	4232	5281	681	1172	0	1599	0	0	0	0	0	0	0	274	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_SPC_0171	F2	20447	7148	1077	5536	132	1225	0	872	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
2020-023_SPC_0189	F2	49	329	257	122	58	30	0	53	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_SPC_0409	F2	273	1984	1290	668	363	487	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_SPC_0480	F2	635	2923	209	551	212	228	0	569	3	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_SPC_0515	F2	1838	4947	2566	2477	946	501	167	788	0	0	330	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
2020-023_SPC_0726	F2	2477	4802	187	1022	0	1139	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_SPC_0741	F2	92	699	4387	7765	0	38	0	146	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
