new_id	phase	P__Bacteroidetes	P__Firmicutes	P__Proteobacteria	P__Verrucomicrobia	P__Actinobacteria	P__Fusobacteria	P__Tenericutes	K__Bacteria	P__Spirochaetes	P__Cyanobacteria.Chloroplast	P__Synergistetes	P__Candidatus_Saccharibacteria	P__Lentisphaerae	P__Elusimicrobia	P__Parcubacteria	P__Deferribacteres	P__Deinococcus.Thermus	NA	P__Acidobacteria	P__Microgenomates	P__Chloroflexi	P__Armatimonadetes
2020-023_PSC_0239	BL	7535	11456	4129	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0241	BL	10513	6488	103	6	437	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0243	BL	21366	21188	6724	0	75	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0244	BL	5337	7717	7117	0	16	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0245	BL	13412	10699	5471	2	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0246	BL	18280	4073	1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0247	BL	31714	11018	668	0	196	0	0	22	0	0	0	0	0	0	0	0	0	0	6	0	0	0
2020-023_PSC_0248	BL	14796	13477	17082	0	198	1407	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0250	BL	17008	23141	2940	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0251	BL	11973	12790	8351	0	106	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0252	BL	14331	14669	3695	4	159	0	0	82	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0255	BL	14138	12315	10970	2	264	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0258	BL	28950	33389	3195	0	438	0	0	1904	0	0	3	14	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0259	BL	11756	4643	9348	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0260	BL	2762	22820	163	29	1240	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0262	BL	6433	7619	10979	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0263	BL	12796	6460	6207	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0264	BL	5647	8514	3180	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0265	BL	14336	4736	356	0	19	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0266	BL	14476	16316	1127	8	94	0	0	4	0	49	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0267	BL	4134	6173	4054	77	411	0	0	225	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0269	BL	6982	7965	244	0	51	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0271	BL	7998	10752	63	0	29	0	0	38	0	3	4	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0273	BL	19088	17767	5026	0	93	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0274	BL	11737	7552	1137	6	93	0	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0275	BL	7238	7649	704	17	139	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0276	BL	13435	19242	2343	0	58	0	0	7	0	23	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0277	BL	8045	10072	52	0	194	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0279	BL	10595	26880	546	0	1516	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2020-023_PSC_0280	BL	8758	9739	4392	0	476	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0284	BL	14096	11215	4352	61	443	0	0	393	0	11	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0285	BL	12597	12401	2726	10	414	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0287	BL	13932	9858	3600	0	65	0	0	101	0	0	0	7	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0288	BL	27214	10619	2345	0	683	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0289	BL	10871	8460	610	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0291	BL	15690	12468	7559	174	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0292	BL	7271	5466	7923	1506	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0295	BL	13220	3716	765	0	174	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0298	BL	15771	8566	4278	2	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0299	BL	8518	30712	17389	0	216	11	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0300	BL	11473	8825	8093	245	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0302	BL	4721	5873	1116	62	20	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0303	BL	19150	12352	3796	28	206	0	0	973	0	5	2	0	26	0	0	0	0	0	0	0	0	0
2020-023_PSC_0305	BL	17757	9671	84	0	24	0	0	83	0	14	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0306	BL	6186	6149	2652	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0307	BL	16028	4858	6661	1821	20	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0308	BL	25141	10364	3365	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0313	BL	14522	4909	8281	1689	171	3439	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0314	BL	10931	11353	4372	0	498	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0315	BL	16578	14822	9810	79	336	0	0	224	0	0	6	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0317	BL	11481	14078	3575	0	991	0	0	27	0	84	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0318	BL	1290	6520	1432	0	32	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0319	BL	14482	6823	864	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0321	BL	15378	10412	1456	221	359	0	0	1018	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0322	BL	16327	11210	1112	60	381	0	13	22	0	6	0	6	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0324	BL	2	21957	728	0	117	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0325	BL	7102	10503	776	0	498	0	0	51	0	17	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0326	BL	2984	5591	329	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0330	BL	15595	10803	4423	0	57	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0332	BL	31929	26922	13656	0	2425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0334	BL	3362	3799	738	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0335	BL	4534	6610	745	7	25	0	0	69	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0337	BL	10561	7492	1712	17	166	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0338	BL	21140	13343	495	4	262	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0339	BL	9419	8202	2660	0	22	0	0	2132	0	0	0	5	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0340	BL	4886	2915	9430	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0342	BL	4886	10705	1325	16	25	3	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0343	BL	14520	9356	5357	348	132	9	0	92	0	0	7	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0344	BL	21255	23931	3831	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0345	BL	6717	6802	507	79	20	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0346	BL	10220	12863	5676	717	299	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0347	BL	2322	10191	498	31	137	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0350	BL	1815	7231	101	45	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0351	BL	27528	25896	10256	434	426	0	0	180	0	193	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0352	BL	19307	13493	1521	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0354	BL	3107	8401	3946	60	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0355	BL	20521	29440	1341	6	203	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
2020-023_PSC_0356	BL	6405	4939	308	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0357	BL	14505	12931	1976	0	24	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0358	BL	8798	8460	1210	8	260	0	0	817	0	0	8	0	0	0	0	6	0	0	0	0	0	0
2020-023_PSC_0359	BL	8235	9307	454	2	75	1385	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
2020-023_PSC_0360	BL	10302	14967	7630	1196	190	0	0	3	0	27	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0362	BL	12451	14238	6248	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0363	BL	12514	6588	1044	0	39	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0366	BL	13143	11515	3709	9	897	0	0	914	0	5	0	0	3	0	0	0	0	0	0	0	0	0
2020-023_PSC_0367	BL	20247	27351	5620	0	1775	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0369	BL	21726	9852	1840	0	72	0	129	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0370	BL	10343	11369	4052	28	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0371	BL	19271	6048	1869	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0373	BL	18764	21935	2484	200	558	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0374	BL	21893	5271	756	515	22	0	0	2	0	0	10	0	17	0	0	0	0	0	0	0	0	0
2020-023_PSC_0375	BL	11876	16639	3032	31	282	0	0	10	0	21	0	13	0	0	0	0	0	0	2	0	0	0
2020-023_PSC_0376	BL	6732	13888	3367	0	29	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0377	BL	26081	23563	8656	9	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0378	BL	11157	2124	4930	23	6	4085	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0383	BL	6925	13140	5877	0	722	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0384	BL	13299	7036	6944	64	42	0	0	365	0	11	3	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0385	BL	11435	2850	757	13	20	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0389	BL	8177	9243	1789	80	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0390	BL	2883	5042	23164	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0391	BL	18389	13974	13909	3	284	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0392	BL	6340	6764	45	0	56	0	0	33	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0394	BL	16703	25434	3854	0	130	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0395	BL	8553	16785	2667	4	78	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0396	BL	1354	8336	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0397	BL	6923	5410	1833	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0399	BL	4181	3480	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0400	BL	14415	17000	2627	0	53	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0
2020-023_PSC_0401	BL	3172	8528	4117	0	370	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0403	BL	8162	9325	1186	0	133	0	0	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0404	BL	5812	3889	613	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0406	BL	5344	6154	1149	0	555	0	0	126	0	0	0	0	15	0	0	0	0	0	0	0	0	0
2020-023_PSC_0408	BL	7473	13530	5046	116	262	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0411	BL	7769	7008	827	0	17	29	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0412	BL	5604	9359	930	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0415	BL	3920	2946	4156	0	32	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0417	BL	12654	7111	1914	94	140	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0418	BL	11123	16000	884	44	179	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0419	BL	19317	8755	2933	0	58	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0423	BL	9479	7077	7383	26	295	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0424	BL	23480	17437	18754	995	133	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0426	BL	10939	4568	717	297	148	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0429	BL	14176	7904	1435	0	39	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0
2020-023_PSC_0430	BL	18983	3412	6472	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0434	BL	11751	6889	4666	0	12	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
2020-023_PSC_0437	BL	8410	3285	2075	27	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0439	BL	10663	10085	1482	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0440	BL	5140	4731	306	0	11	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0441	BL	16470	4051	4332	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0444	BL	17202	25891	11213	1818	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0446	BL	2409	5536	1298	44	41	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0447	BL	12183	7564	2847	160	1053	37	0	156	0	0	3	2	13	0	0	0	0	0	0	0	0	0
2020-023_PSC_0448	BL	16027	25645	11466	28	141	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0451	BL	8467	1562	60	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0452	BL	10673	6773	1545	97	1330	116	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0453	BL	6252	3741	529	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0454	BL	6650	11003	3768	7	549	0	0	0	0	18	0	12	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0456	BL	16471	11313	5458	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0458	BL	2073	5654	5455	19	5	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0459	BL	10010	4823	844	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0460	BL	20604	11395	6923	0	591	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0462	BL	7302	7887	5092	628	232	6	0	0	0	5	0	6	2	0	0	0	0	0	0	0	0	0
2020-023_PSC_0465	BL	10553	6234	7296	0	173	797	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0466	BL	26155	34757	13888	0	1655	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0469	BL	3365	14286	12	0	269	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0470	BL	1529	15144	4165	0	56	39	0	21	0	0	0	15	0	0	19	0	0	0	0	0	2	0
2020-023_PSC_0472	BL	7119	18332	682	0	3770	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0474	BL	5893	10716	76	0	226	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0475	BL	12859	11002	724	37	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0476	BL	6482	17505	307	18	533	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0477	BL	1337	12808	3639	581	107	32	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0479	BL	2414	7117	6846	0	24	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0481	BL	9916	5604	1615	217	94	5	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0482	BL	9306	5608	803	0	29	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0484	BL	21998	6633	2847	101	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0485	BL	5273	6730	776	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0486	BL	12722	9846	1825	8	31	0	0	33	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0487	BL	15329	5901	1700	44	3	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0488	BL	10306	10408	4147	4	406	73	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0489	BL	23712	26534	1594	2233	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0490	BL	7069	4671	4645	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0491	BL	21159	7478	2049	152	83	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0493	BL	7416	6343	17317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0498	BL	11527	13649	774	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0499	BL	724	3123	378	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0500	BL	10288	6599	1804	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0501	BL	10223	7504	1616	6	270	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0502	BL	16851	12598	4895	184	213	0	0	92	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0504	BL	14467	12896	3454	147	77	0	0	218	0	0	0	4	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0505	BL	16643	8656	636	0	55	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0506	BL	31937	14026	6702	92	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0507	BL	11073	12108	3380	0	148	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0508	BL	7859	12809	7765	67	90	0	0	60	0	13	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0510	BL	27000	20351	11758	229	204	7	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0511	BL	7799	21815	783	0	3327	0	0	0	0	72	0	10	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0512	BL	22802	18938	6351	215	293	0	0	89	0	2	0	3	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0513	BL	9157	10732	2994	77	120	0	0	973	0	0	0	0	10	0	0	0	0	0	0	0	0	0
