new_id	phase	C__Bacteroidia	C__Negativicutes	C__Gammaproteobacteria	C__Clostridia	C__Betaproteobacteria	C__Verrucomicrobiae	C__Bacilli	C__Actinobacteria	C__Erysipelotrichia	C__Alphaproteobacteria	P__Firmicutes	C__Deltaproteobacteria	P__Proteobacteria	C__Fusobacteriia	P__Bacteroidetes	C__Mollicutes	K__Bacteria	C__Spirochaetia	C__Chloroplast	C__Flavobacteriia	C__Synergistia	P__Candidatus_Saccharibacteria	C__Epsilonproteobacteria	C__Lentisphaeria	C__Cytophagia	C__Sphingobacteriia	C__Opitutae	C__Elusimicrobia	P__Parcubacteria	C__Deferribacteres	C__Deinococci	NA	C__Acidobacteria_Gp16	P__Microgenomates	C__Cyanobacteria	C__Chloroflexia	C__Holophagae	C__Acidobacteria_Gp4	C__Armatimonadia	C__Acidobacteria_Gp6
2020-023_PSC_0373	BL	18761	4471	1024	15759	1456	200	539	558	624	0	542	0	0	0	0	0	0	0	477	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0374	BL	21893	684	127	4461	138	515	10	22	103	0	13	77	414	0	0	0	2	0	0	0	10	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0375	BL	11876	7716	2146	7950	125	31	112	282	501	80	360	502	179	0	0	0	10	0	21	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2020-023_PSC_0376	BL	6732	935	1827	10124	1104	0	13	29	2763	0	53	436	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0377	BL	26081	6291	2415	16395	6241	9	250	776	311	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0378	BL	11157	355	925	1656	2364	23	11	6	96	1479	6	158	4	4085	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0383	BL	6925	4062	5175	8244	702	0	241	722	457	0	136	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0384	BL	13299	2908	316	3711	5653	64	300	42	59	0	58	653	322	0	0	0	365	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0385	BL	11431	729	404	1883	338	13	16	20	120	0	102	0	15	0	4	0	30	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0389	BL	7946	704	1104	7554	195	80	150	534	165	290	670	200	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0390	BL	2883	33	22407	4144	0	0	371	15	494	0	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0391	BL	18389	2926	7400	10468	1668	3	17	284	465	4554	98	281	0	13	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0392	BL	5399	1615	12	4530	33	0	418	56	118	0	83	0	0	0	941	0	33	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0394	BL	16703	6389	499	18016	2974	0	403	130	357	0	269	381	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0395	BL	8553	11699	1068	3706	193	4	1342	78	31	0	7	1374	32	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0396	BL	1354	1789	14	5736	0	0	62	12	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0397	BL	6923	1805	794	3442	858	0	36	47	106	0	21	175	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0399	BL	4176	733	5	2713	516	0	13	0	21	0	0	134	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0400	BL	14390	1422	987	14330	1255	0	192	53	471	7	585	378	0	0	2	0	0	0	0	17	0	8	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0401	BL	3172	177	4022	6711	93	0	1480	370	81	0	79	0	0	0	0	95	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0403	BL	8162	1018	854	7933	318	0	157	133	191	0	26	14	0	0	0	0	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0404	BL	5812	584	601	2885	12	23	306	7	42	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0406	BL	5344	147	82	5801	823	0	19	555	69	153	118	64	27	0	0	0	126	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0408	BL	7467	1784	3006	10529	366	116	155	262	217	25	845	1645	2	0	6	0	9	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0411	BL	7769	581	827	5502	0	0	695	17	230	0	0	0	0	29	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0412	BL	5604	1692	205	5968	5	0	1401	111	262	0	36	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0415	BL	3920	656	3996	1691	4	0	111	32	168	3	320	153	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0417	BL	12654	311	1205	6432	566	94	134	140	108	0	126	85	58	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0418	BL	11123	2463	489	12109	55	44	424	179	780	0	224	340	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0419	BL	19317	3748	1813	3695	1002	0	1199	58	107	103	6	13	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0423	BL	9479	802	5633	5327	1514	26	37	295	88	0	823	236	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0424	BL	23480	3543	16426	13643	907	995	23	133	148	0	80	507	914	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0426	BL	10939	882	131	3640	379	297	18	148	24	122	4	85	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0429	BL	14176	2440	105	4441	1253	0	28	39	936	0	59	77	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0430	BL	18983	34	629	3142	5290	0	156	199	75	0	5	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0434	BL	11751	518	3273	6033	1349	0	118	12	177	0	43	34	0	0	0	0	0	0	0	0	0	0	10	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0437	BL	8410	216	1833	2972	31	27	29	24	56	4	12	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0439	BL	10663	1295	1180	8526	0	0	36	3	73	0	155	302	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0440	BL	5140	423	13	4187	164	0	8	11	32	118	81	5	6	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0441	BL	16470	1935	1274	1803	3058	0	138	0	10	0	165	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0444	BL	17202	12664	2707	11144	6922	1818	1198	478	523	0	362	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0446	BL	2409	315	859	5032	120	44	82	41	94	280	13	39	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0447	BL	12080	714	2180	5978	556	145	59	1053	299	41	514	39	27	37	103	0	156	0	0	0	3	2	4	13	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0448	BL	16027	8098	3875	15210	7591	28	203	141	2129	0	5	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0451	BL	8467	28	46	1478	0	0	8	31	48	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0452	BL	10673	1260	638	3582	311	97	1757	1330	165	0	9	596	0	116	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0453	BL	6252	705	28	2913	305	0	7	39	89	91	27	88	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0454	BL	6650	2191	51	7510	3715	7	921	549	217	0	164	2	0	0	0	0	0	0	18	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0456	BL	16471	2370	1474	6179	3984	0	2097	586	593	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0458	BL	2073	897	5243	4584	192	19	12	5	46	0	115	20	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0459	BL	10010	360	27	4306	794	0	27	23	43	0	87	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0460	BL	17258	2326	4296	8743	1456	0	16	591	237	0	73	1171	0	0	3346	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0462	BL	7302	1339	5092	6013	0	628	404	232	92	0	39	0	0	6	0	0	0	0	5	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0465	BL	10553	1857	6462	3718	534	0	9	173	372	202	278	98	0	797	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0466	BL	26155	18922	1664	15154	7147	0	263	1655	236	0	182	5077	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0469	BL	3365	6339	8	7322	4	0	146	269	128	0	351	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0470	BL	1407	2310	3919	596	221	0	12238	56	0	9	0	7	0	39	5	0	21	0	0	113	0	15	9	0	0	4	0	0	19	0	0	0	0	0	0	2	0	0	0	0
2020-023_PSC_0472	BL	7119	7772	111	8155	29	0	199	3770	2167	0	39	542	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0474	BL	5893	27	42	9745	28	0	38	226	871	0	35	6	0	0	0	0	30	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0475	BL	12850	3963	447	6785	231	37	39	3	181	0	34	5	41	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0476	BL	6482	570	19	14517	71	18	62	533	1369	52	987	135	30	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0477	BL	1331	4237	3367	7164	190	581	458	107	949	0	0	82	0	32	0	0	0	0	0	6	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0479	BL	2414	2309	6802	3320	38	0	1367	24	80	0	41	0	0	11	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0481	BL	9916	462	1139	4536	193	217	29	94	85	41	492	11	231	5	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0482	BL	7942	121	81	4704	651	0	31	29	327	0	425	71	0	0	1364	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0484	BL	21998	596	139	5601	2027	101	32	158	389	459	15	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0485	BL	5273	1470	130	5113	572	2	83	14	30	0	34	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0486	BL	12675	866	320	8851	1426	8	17	31	72	0	40	79	0	0	47	0	33	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0487	BL	15329	339	100	5249	658	44	9	3	268	334	36	65	543	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0488	BL	10306	5064	2664	3134	426	4	1727	406	467	0	16	1025	32	73	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0489	BL	23712	12296	423	13577	28	2233	70	112	537	0	54	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0490	BL	7067	1946	4641	2	4	0	2707	0	16	0	0	0	0	4	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0491	BL	15082	1868	157	5460	1698	152	11	83	23	87	116	97	10	0	6077	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0493	BL	7416	0	17317	6230	0	0	52	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0498	BL	11527	4028	124	9260	650	20	317	0	41	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0499	BL	724	587	259	2463	60	0	31	11	40	0	2	59	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0500	BL	10288	2998	724	2619	826	0	37	66	890	0	55	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0501	BL	10223	70	1294	6181	256	6	246	270	838	0	169	66	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0502	BL	15230	842	553	11174	1949	184	20	213	415	333	147	1467	593	0	1621	0	92	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0504	BL	14445	317	65	10069	1628	147	52	77	48	1708	2410	23	30	0	22	0	218	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0505	BL	16600	1373	620	6840	0	0	17	55	285	0	141	16	0	0	43	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0506	BL	31937	1721	397	8566	5288	92	93	530	3646	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0507	BL	11073	778	599	9626	2781	0	1142	148	417	0	145	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0508	BL	7859	2050	7464	10224	260	67	78	90	250	0	207	41	0	0	0	0	60	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0510	BL	27000	1109	10881	17360	481	229	968	204	914	0	0	396	0	7	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0511	BL	7795	1933	509	18117	92	0	362	3327	1382	15	21	167	0	0	0	0	0	0	72	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0512	BL	22802	3630	1221	14371	3490	215	22	293	709	0	206	197	1443	0	0	0	89	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0513	BL	9157	372	122	8801	2253	77	114	120	131	75	1314	127	412	0	0	0	973	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0514	BL	879	3597	23180	24287	0	0	641	173	3064	27	234	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0518	BL	10008	2278	3726	9325	913	97	36	84	68	94	22	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0520	BL	22583	5245	1031	7089	4429	0	86	124	580	0	47	0	209	0	3824	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0521	BL	13822	188	14	2816	235	8	20	165	28	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0522	BL	13475	6091	92	9043	493	0	676	952	8599	0	1490	41	0	9	380	0	11	0	0	0	0	7	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0523	BL	14991	231	2240	6202	873	8	1973	142	26	2	257	104	2	4	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0524	BL	12317	9	450	2770	212	0	623	50	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0525	BL	3106	1792	315	9380	38	0	129	85	131	0	88	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0526	BL	13392	3726	164	8744	491	54	193	546	198	0	711	517	32	0	222	0	115	0	6	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0527	BL	9981	6423	7277	3727	13	33	562	455	101	0	12	33	0	7	7	0	0	0	2	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0528	BL	6813	98	4373	8588	250	1016	390	2831	1727	0	35	162	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0529	BL	5880	5333	9259	4045	27	0	3554	621	1972	0	62	13	0	0	0	0	0	0	0	0	0	55	63	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
2020-023_PSC_0531	BL	12555	148	155	4549	390	0	65	128	202	0	378	57	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0532	BL	26474	2088	1421	17206	465	88	1265	70	99	367	532	26	231	13	0	0	49	0	0	0	4	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0533	BL	8765	950	652	6138	1939	37	31	6	103	1008	544	68	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0534	BL	12936	42	184	3459	1073	38	17	97	129	0	33	1158	22	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0535	BL	15778	4258	1435	16387	759	4	729	1181	228	0	1250	19	99	0	13	0	1300	0	32	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0536	BL	21258	3472	8785	10652	1116	104	263	703	30	19	3325	30	8	0	0	0	217	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0537	BL	8515	410	3606	10273	187	0	180	934	1026	8	37	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0539	BL	3688	1956	0	3589	1163	19	66	8	103	111	46	225	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0541	BL	16711	744	3387	4953	2852	0	46	70	143	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0543	BL	15470	1153	45	10695	2222	147	21	296	256	581	83	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0547	BL	2564	930	7327	5097	28	0	14	18	30	0	11	85	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0551	BL	4763	964	2813	2744	171	0	34	72	383	75	0	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0553	BL	8601	669	346	8115	1147	25	69	282	278	395	200	140	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0554	BL	5523	917	2316	6147	132	0	3	21	48	0	85	66	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0555	BL	12987	6772	16	7549	109	0	120	140	24	8	84	8	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0556	BL	10333	838	87	6183	0	0	679	37	222	0	38	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0557	BL	12374	1157	517	4234	308	0	168	64	479	0	54	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0559	BL	6589	1402	0	9583	0	0	41	42	96	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0563	BL	13613	25	761	5349	0	0	22	275	196	0	0	99	0	0	51	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0567	BL	6746	66	37	4228	1102	24	0	16	106	534	893	195	142	0	467	0	91	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0569	BL	23042	4246	196	9913	1272	0	252	462	99	0	48	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0570	BL	10767	1974	96	3501	683	197	197	325	155	0	8	0	11	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0571	BL	16253	6987	593	8628	654	0	988	188	143	0	22	0	0	0	0	0	0	0	44	0	0	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0572	BL	14301	3469	9837	5953	690	6	11	97	225	33	122	0	97	0	0	0	13	0	12	305	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0573	BL	13396	660	7387	15337	32	2601	568	5236	2861	99	201	1254	17	5	0	0	36	0	9	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0574	BL	8932	511	667	9622	0	248	158	2678	521	0	535	33	69	0	0	7	5	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0576	BL	4478	3753	905	3845	10	0	133	46	5	0	23	114	4	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0577	BL	22677	797	2	5943	2315	0	13	169	337	0	128	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0578	BL	7041	1708	5915	4241	0	0	13	23	318	0	28	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0579	BL	2900	2798	95	2744	2599	2	247	306	509	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0581	BL	12521	4283	309	13147	146	0	105	584	243	64	36	42	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0583	BL	16283	2574	5835	7868	340	0	49	275	513	6	20	166	66	0	187	0	1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0585	BL	9077	1386	2327	3000	0	0	183	123	70	0	15	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
